NAME	BD_NAME	BD	DD_NAME	DD
Felix_Grundy	Henry Carl Luckey	1868-11-22	Herman P. Eberharter	September 9	 1958
Felix_Grundy_McConnell	Henry Chapman (American politician)	1804-02-04	Herman P. Goebel	May 4	 1930
Felix_Hebert	Henry Clay	1777-04-12	Herman P. Kopplemann	August 11	 1957
Felix_Walker_(American_politician)	Henry Clay McCormick	1844-06-30	Herman Stump	January 9	 1917
Felix_Zollicoffer	Henry Cooper	'	Herman T. Schneebeli	May 6	 1982
Ferdinand_Brucker	Henry Cornelius Burnett	1825-10-25	Herman Talmadge	March 21	 2002
Ferdinand_Schureman_Schenck	Henry Crocheron	1772-12-26	Herman Toll	July 26	 1967
Fernand_St._Germain	Henry Cuellar	1955-09-19	Herman W. Snow	August 25	 1914
Fernando_C._Layton	Henry Cullen Adams	1850-11-28	Herman Welker	October 30	 1957
Fernando_Wood	Henry D. Clayton	1857-02-10	Hernando Money	September 18	 1912
Ferris_Jacobs_Jr.	Henry D. Flood	1865-09-02	Herron C. Pearson	April 24	 1953
Fetter_Schrier_Hoblitzell	Henry D. Hatfield	1875-09-15	Herschel M. Hogg	August 27	 1934
Filemon_Vela_Jr.	Henry D. McHenry	1826-02-27	Herschel V. Johnson	August 16	 1880
Finis_E._Downing	Henry D. Washburn	1832-03-28	Hervey C. Calkin	April 20	 1913
Finis_J._Garrett	Henry De Lamar Clayton Jr.	1857-02-10	Hervey Machen	November 29	 1994
Finis_McLean	Henry Dearborn	1751-02-23	Hezekiah Bradley Smith	November 3	 1887
Finley_Hamilton	Henry Dickinson Green	1857-05-03	Hezekiah L. Hosmer	June 9	 1814
Finly_Hutchinson_Gray	Henry Dixon Allen	1854-06-24	Hezekiah S. Bundy	December 12	 1895
Fiorello_La_Guardia	Henry Dodge	1782-10-12	Hiester Clymer	June 12	 1884
Fisher_Ames	Henry Donnel Foster	1808-12-19	Hiland Hall	December 18	 1885
Fletcher_B._Swank	Henry Dworshak	1894-08-29	Hilary A. Herbert	March 6	 1919
Fletcher_Hale	Henry E. Brown Jr.	1935-12-20	Hines Holt	November 4	 1865
Fletcher_Thompson	Henry E. Burnham	1844-11-08	Hiram B. Warner	June 30	 1881
Florence_P._Dwyer	Henry Ellenbogen	1900-04-03	Hiram Barber Jr.	August 5	 1924
Florence_Prag_Kahn	Henry F. Hollis	1869-08-30	Hiram Johnson	August 6	 1945
Florence_Reville_Gibbs	Henry F. Lawrence	1868-01-31	Hiram L. Fong	August 18	 2004
Florian_Lampert	Henry F. Lippitt	1856-10-12	Hiram Parks Bell	August 16	 1907
Floyd_Fithian	Henry F. Naphen	1852-08-14	Hiram Price	May 30	 1901
Floyd_Flake	Henry F. Thomas	1843-12-17	Hiram R. Burton	June 17	 1927
Floyd_Hicks	Henry Frick (politician)	1795-03-17	Hiram Rhodes Revels	January 16	 1901
Floyd_K._Haskell	Henry G. Burleigh	1832-06-02	Hiram Walbridge	December 6	 1870
Floyd_Spence	Henry G. Danforth	1854-06-14	Hiram Walden	July 21	 1880
Forest_Harness	Henry G. Davis	1823-11-16	Hjalmar Carl Nygaard	July 18	 1963
Forrest_C._Donnell	Henry G. Stebbins	1811-09-15	Holm O. Bursum	August 7	 1953
Forrest_Goodwin	Henry G. Worthington	1828-02-09	Homer A. Ramey	April 13	 1960
Foster_Furcolo	Henry Glen	1739-07-13	Homer Augustus Nelson	April 25	 1891
Foster_V._Brown	Henry Gray Turner	1839-03-20	Homer Bone	March 11	 1970
Foster_Waterman_Stearns	Henry H. Bingham	1841-12-04	Homer D. Angell	March 31	 1968
Fountain_L._Thompson	Henry H. Chambers	1790-10-01	Homer E. Capehart	September 3	 1979
Frances_P._Bolton	Henry H. Hathorn	1813-11-28	Homer Elihu Royce	April 24	 1891
Francis_A._Cunningham	Henry H. Ross	1790-05-09	Homer Hoch	January 30	 1949
Francis_A._Hopkins	Henry H. Schwartz	1869-05-18	Homer Jones (politician)	November 26	 1970
Francis_B._Brewer	Henry Heitfeld	1859-01-12	Homer P. Snyder	December 30	 1937
Francis_B._Cutting	Henry Helstoski	1925-03-21	Homer S. Ferguson	December 17	 1982
Francis_B._De_Witt	Henry Hubbard	1784-05-03	Homer Thornberry	December 12	 1995
Francis_B._Fay	Henry Hunter Bryan	1786-02-23	Homer V. M. Miller	May 31	 1896
Francis_B._Posey	Henry Hyde	1924-04-18	Homer W. Hall	September 22	 1954
Francis_B._Spinola	Henry I. Emerson	1871-03-15	Hopkins L. Turney	August 1	 1857
Francis_B._Stockbridge	Henry J. B. Cummings	1831-05-21	Horace Binney	August 12	 1875
Francis_Brengle	Henry J. Nowak	1935-02-21	Horace Chilton	June 12	 1932
Francis_Bristow	Henry J. Spooner	1839-08-06	Horace F. Bartine	August 27	 1918
Francis_Burton_Craige	Henry Jarvis Raymond	1820-01-24	Horace F. Clark	June 19	 1873
Francis_Burton_Harrison	Henry Joel Scudder	1825-09-18	Horace Greeley	November 29	 1872
Francis_Celeste_Le_Blond	Henry Johnson (Louisiana politician)	1783-09-14	Horace Harrison	December 20	 1885
Francis_Condon	Henry Justin Allen	1868-09-11	Horace Mann	August 2	 1859
Francis_D._Culkin	Henry King (congressman)	1790-07-06	Horace Mann Towner	November 23	 1937
Francis_Dolan_Collins	Henry Kirke Porter	1840-11-24	Horace Maynard	May 3	 1882
Francis_E._Dorn	Henry L. Bowles	1866-01-06	Horace R. Kornegay	January 21	 2009
Francis_E._Rives	Henry L. Cake	1827-10-06	Horace Seely-Brown Jr.	April 9	 1982
Francis_E._Spinner	Henry L. Dawes	1816-10-30	Horace Tabor	April 10	 1899
Francis_E._Walter	Henry L. Dickey	1832-10-29	Horace Worth Vaughan	November 10	 1922
Francis_E._Warren	Henry L. Muldrow	1837-02-08	Horatio Bisbee Jr.	March 27	 1916
Francis_Edwin_Shober	Henry L. Myers	1862-10-09	Horatio C. Burchard	May 14	 1908
Francis_Emanuel_Shober	Henry L. Pinckney	1794-09-24	Horatio C. Claypool	January 19	 1921
Francis_F._Patterson_Jr.	Henry Lee III	1756-01-29	Horatio Gates Fisher	May 8	 1890
Francis_G._Newlands	Henry Lee Morey	1841-04-08	Horatio Seymour	February 12	 1886
Francis_Gardner	Henry M. Arens	1873-11-21	Hosea Moffitt	August 31	 1825
Francis_Gillette	Henry M. Jackson	1912-05-31	Hosea Washington Parker	August 21	 1922
Francis_Granger	Henry M. Ridgely	1779-08-06	Howard Alexander Smith	October 27	 1966
Francis_H._Case	Henry Marchmore Shaw	1817-11-20	Howard Baker Jr.	June 26	 2014
Francis_H._Dodds	Henry Markham	1840-11-16	Howard Baker Sr.	January 7	 1964
Francis_H._Wilson	Henry May (American politician)	1816-02-13	Howard Buffett	April 30	 1964
Francis_J._Love	Henry McMorran	1844-06-11	Howard C. Nielson	May 20	 2020
Francis_J._Myers	Henry Middleton (governor)	1770-09-28	Howard Coble	November 3	 2015
Francis_Jacob_Harper	Henry Mills Fuller	1820-01-03	Howard E. Campbell	January 6	 1971
Francis_James_(congressman)	Henry Moore Teller	1830-05-23	Howard J. McMurray	August 14	 1961
Francis_Johnson_(congressman)	Henry Mower Rice	1816-11-29	Howard M. Baldrige	January 19	 1985
Francis_Jones_(American_politician)	Henry O. Talle	1892-01-12	Howard M. Snapp	August 14	 1938
Francis_Kernan	Henry Olin	1768-05-07	Howard Metzenbaum	March 12	 2008
Francis_Locke	Henry P. Baldwin	1814-02-22	Howard Shultz Miller	January 2	 1970
Francis_M._Cockrell	Henry P. Cheatham	1857-12-27	Howard Sutherland	March 12	 1950
Francis_M._Griffith	Henry P. Haun	1815-01-18	Howard W. Cannon	March 5	 2002
Francis_Malbone	Henry P. Smith III	1911-09-29	Howard W. Robison	September 26	 1987
Francis_Mallory	Henry R. Brinkerhoff	1787-09-23	Howard W. Smith	October 3	 1976
Francis_Marvin	Henry R. Pease	1835-02-19	Howard Wallace Pollock	January 9	 2011
Francis_Ormand_Jonathan_Smith	Henry Riggs Rathbone	1870-02-12	Howard Wolpe	October 25	 2011
Francis_P._Blair_Jr.	Henry S. Caulfield	1873-12-09	Howell Cobb	October 9	 1868
Francis_Preston	Henry S. De Forest	1847-02-16	Howell Cobb (born 1772)	May 26	 1818
Francis_R._Lassiter	Henry S. Foote	1804-02-28	Howell E. Jackson	August 8	 1895
Francis_R._Smith	Henry S. Geyer	1790-12-09	Howell Heflin	March 29	 2005
Francis_Rooney	Henry S. Neal	1828-08-25	Hubert B. Scudder	July 4	 1968
Francis_S._White	Henry S. Reuss	1912-02-22	Hubert D. Stephens	March 14	 1946
Francis_Seiberling	Henry Sherman Boutell	1856-03-14	Hubert Fisher	June 16	 1941
Francis_Shoemaker	Henry Smith Lane	1811-02-24	Hubert H. Peavey	November 21	 1937
Francis_Swaine_Muhlenberg	Henry Snapp	1822-06-30	Hubert Humphrey	January 13	 1978
Francis_T._Maloney	Henry St. George Tucker III	1853-04-05	Hubert S. Ellis	December 3	 1959
Francis_Thomas	Henry St. John (congressman)	1783-06-16	Hubert Utterback	May 12	 1942
Francis_W._Cushman	Henry T. Bannon	1867-06-05	Huey P. Long	September 10	 1935
Francis_W._Palmer	Henry T. Ellett	1812-03-08	Hugh A. Butler	July 1	 1954
Francis_W._Rockwell	Henry Taylor Blow	1817-07-15	Hugh A. Haralson	September 25	 1854
Francis_Walker_(Virginia)	Henry Tazewell	1753-11-27	Hugh Buchanan	June 11	 1890
Francis_White_(Virginia)	Henry Teigan	1881-08-07	Hugh Caperton	February 9	 1847
Francis_Wilkinson_Pickens	Henry Van Aernam	1819-03-11	Hugh Carey	August 7	 2011
Francis_William_Kellogg	Henry Vollmer	1867-07-28	Hugh De Lacy (politician)	August 19	 1986
Francis_Willis_(Representative)	Henry W. Blair	1834-12-06	Hugh Glasgow	January 31	 1818
Franck_R._Havenner	Henry W. Corbett	1827-02-18	Hugh H. Price	December 25	 1904
Frank_A._Barrett	Henry W. Dwight	1788-02-26	Hugh Ike Shott	October 12	 1953
Frank_A._Mathews_Jr.	Henry W. Keyes	1863-05-23	Hugh J. Anderson	May 31	 1881
Frank_A._McLain	Henry W. Livingston	1768-06-12	Hugh J. Jewett	March 6	 1898
Frank_A._Oliver	Henry W. Lord	1821-03-08	Hugh Joseph Addonizio	February 2	 1981
Frank_Annunzio	Henry Waldron	1819-10-11	Hugh Lawson White	April 10	 1840
Frank_B._Brandegee	Henry Warner Slocum	1827-09-24	Hugh Lawson White Hill	January 18	 1892
Frank_B._Fulkerson	Henry Warren Ogden	1842-10-21	Hugh M. Rigney	October 12	 1950
Frank_B._Gary	Henry Washington Hilliard	1808-08-04	Hugh Nelson (American politician)	March 18	 1836
Frank_B._Kellogg	Henry Watterson	1840-02-16	Hugh Peterson	October 3	 1961
Frank_B._Klepper	Henry Waxman	1939-09-12	Hugh R. Belknap	November 12	 1901
Frank_B._Willis	Henry White Beeson	1791-09-14	Hugh S. Legare	June 20	 1843
Frank_Ballance	Henry Wilson	1812-02-16	Hugh Scott	July 21	 1994
Frank_Bateman_Keefe	Henry Winter Davis	1817-08-16	Hugh White (New York)	October 6	 1870
Frank_Buchanan_(Illinois_politician)	Henry Wynkoop	1737-03-02	Hugh Williamson	May 22	 1819
Frank_Buchanan_(Pennsylvania_politician)	Henry Y. Cranston	1789-10-09	Hugo Black	September 25	 1971
Frank_C._Kniffin	Henson Moore	1939-10-04	Hugo S. Sims Jr.	July 9	 2004
Frank_C._Millspaugh	Herb Klein (politician)	1930-06-24	Humphrey H. Leavitt	March 15	 1873
Frank_C._Osmers_Jr.	Herb Kohl	1935-02-07	Humphrey Marshall (general)	March 28	 1872
Frank_C._Partridge	Herbert Alton Meyer	1886-08-30	Hutchins Gordon Burton	April 21	 1836
Frank_Carlson	Herbert Covington Bonner	1891-05-16	Ignatius L. Donnelly	January 1	 1901
Frank_Charles_Bunnell	Herbert E. Hitchcock	1867-08-22	Ike Franklin Andrews	May 10	 2010
Frank_Charles_Wachter	Herbert H. Bateman	1928-08-07	Ike Skelton	October 28	 2013
Frank_Chelf	Herbert H. Lehman	1878-03-28	Innis Green	August 4	 1839
Frank_Church	Herbert Harris	1926-04-14	Ira Allen Eastman	March 21	 1881
Frank_Clague	Herbert J. Drane	1863-06-20	Ira Clifton Copley	November 1	 1947
Frank_Clark_(politician)	Herbert Parsons (New York politician)	1869-10-28	Ira Davenport (politician)	October 6	 1904
Frank_Coombs	Herbert Pell	1884-02-16	Ira E. Rider	May 29	 1906
Frank_Crawford_Sites	Herbert R. O'Conor	1896-11-17	Ira G. Hersey	May 6	 1943
Frank_Cremeans	Herbert S. Bigelow	1870-01-04	Ira Harris	December 2	 1875
Frank_Crowther	Herbert S. Walters	1891-11-17	Ira W. Drew	February 12	 1972
Frank_D._Scott	Herbert Tenzer	1905-11-01	Ira W. Wood	October 5	 1931
Frank_Dunklee_Currier	Herbert W. Taylor	1869-02-19	Irene Baker	April 2	 1994
Frank_E._Denholm	Herbert Warburton	1916-09-21	Iris Faircloth Blitch	August 19	 1993
Frank_E._Guernsey	Herbert Wesley Cummings	1873-07-13	Irvin S. Pepper	December 22	 1913
Frank_E._Wilson	Herman A. Metz	1867-10-19	Irvine Lenroot	January 26	 1949
Frank_Eckels_Beltzhoover	Herman Badillo	1929-08-21	Irving Ives	February 24	 1962
Frank_Eddy	Herman Carl Andersen	1897-01-27	Irving W. Drew	April 10	 1922
Frank_Ellis_Smith	Herman L. Humphrey	1830-03-14	Irwin D. Davidson	August 1	 1981
Frank_Ertel_Carlyle	Herman Lehlbach	1845-07-03	Isaac Ambrose Barber	March 1	 1909
Frank_Eugene_Hook	Herman P. Eberharter	1892-04-29	Isaac Anderson (congressman)	October 27	 1838
Frank_Evans_(politician)	Herman P. Goebel	1853-04-05	Isaac Bacharach	September 5	 1956
Frank_Fellows_(politician)	Herman P. Kopplemann	1880-05-01	Isaac Bloom	April 26	 1803
Frank_Gardner_(politician)	Herman Stump	1837-08-08	Isaac C. Bates	March 16	 1845
Frank_Gay_Clarke	Herman T. Schneebeli	1907-07-07	Isaac C. Delaplaine	July 17	 1866
Frank_Gillespie	Herman Talmadge	1913-08-09	Isaac Charles Parker	November 17	 1896
Frank_Guinta	Herman Toll	1907-03-15	Isaac Clements	May 31	 1909
Frank_H._Buck	Herman W. Snow	1836-07-03	Isaac Clinton Kline	December 2	 1947
Frank_H._Foss	Herman Welker	1906-12-11	Isaac Coles	June 3	 1813
Frank_H._Funk	Hernando Money	1839-08-26	Isaac D. Barnard	February 28	 1834
Frank_H._Hurd	Herschel V. Johnson	1812-09-18	Isaac D. Young	December 10	 1927
Frank_H._Lee	Hervey C. Calkin	1828-03-23	Isaac E. Crary	May 8	 1854
Frank_Hanly	Hervey Machen	1916-10-14	Isaac E. Holmes	February 24	 1867
Frank_Harrison_(politician)	Hezekiah S. Bundy	1817-08-15	Isaac Ellmaker Hiester	February 6	 1871
Frank_Hereford	Hiester Clymer	1827-11-03	Isaac Fletcher	October 19	 1842
Frank_Hiscock	Hilary A. Herbert	1834-03-12	Isaac G. Farlee	January 12	 1855
Frank_Horton_(New_York_politician)	Hilda Solis	1957-10-20	Isaac Goodnight	July 24	 1901
Frank_J._Becker	Hillary Clinton	1947-10-26	Isaac Griffin	October 12	 1827
Frank_J._Brasco	Hines Holt	1805-04-27	Isaac H. Bronson	August 13	 1855
Frank_J._Cannon	Hiram B. Warner	1802-10-29	Isaac H. Taylor	December 18	 1936
Frank_J._G._Dorsey	Hiram Barber Jr.	1835-03-24	Isaac Hill	March 22	 1851
Frank_J._Lausche	Hiram Johnson	1866-09-02	Isaac Hoffer Doutrich	May 28	 1941
Frank_J._LeFevre	Hiram L. Fong	1906-10-15	Isaac Leet	June 10	 1844
Frank_Jones_(politician)	Hiram Parks Bell	1827-01-19	Isaac Leffler	March 8	 1866
Frank_Joseph_Guarini	Hiram R. Burton	1841-11-13	Isaac M. Jordan	December 3	 1890
Frank_Joseph_McNulty	Hiram Rhodes Revels	1827-09-27	Isaac McKim	April 1	 1838
Frank_Kowalski	Hiram Walbridge	1821-02-02	Isaac N. Arnold	April 24	 1884
Frank_Kratovil	Hjalmar Carl Nygaard	1906-03-24	Isaac N. Cox	September 28	 1916
Frank_L._Greene	Holm O. Bursum	1867-02-10	Isaac N. Morris	October 29	 1879
Frank_L._Smith	Homer A. Ramey	1891-03-02	Isaac Newton Evans	December 3	 1901
Frank_Lane_Wolford	Homer Augustus Nelson	1829-08-31	Isaac P. Christiancy	September 8	 1890
Frank_Lautenberg	Homer Bone	1883-01-25	Isaac P. Walker	March 29	 1872
Frank_Lawler	Homer Elihu Royce	1819-06-14	Isaac Parker (Massachusetts judge)	July 25	 1830
Frank_Le_Blond_Kloeb	Homer Hoch	1879-07-04	Isaac Parrish	August 9	 1860
Frank_Llewellyn_Bowman	Homer Jones (politician)	1893-09-03	Isaac R. Sherwood	October 15	 1925
Frank_LoBiondo	Homer P. Snyder	1863-12-06	Isaac Reed (politician)	September 19	 1887
Frank_Lucas_(Oklahoma_politician)	Homer S. Ferguson	1889-02-25	Isaac Roberts Hawkins	August 12	 1880
Frank_M._Clark	Homer Thornberry	1909-01-09	Isaac S. Pennybacker	January 12	 1847
Frank_M._Coffin	Homer V. M. Miller	1814-04-29	Isaac Smith (New Jersey)	August 29	 1807
Frank_M._Karsten	Homer W. Hall	1870-07-22	Isaac Stephenson	March 15	 1918
Frank_M._Ramey	Hopkins L. Turney	1797-10-03	Isaac Thomas	February 2	 1859
Frank_Mascara	Horace Binney	1780-01-04	Isaac Tichenor	December 11	 1838
Frank_McCloskey	Horace Chilton	1853-12-29	Isaac Toucey	July 30	 1869
Frank_Morey	Horace F. Bartine	1848-03-21	Isaac V. McPherson	October 31	 1931
Frank_Moss	Horace F. Clark	1815-11-29	Isaac W. Scudder	September 10	 1881
Frank_Murkowski	Horace Greeley	1811-02-03	Isaac W. Van Schaick	August 22	 1901
Frank_N._Ikard	Horace Harrison	1829-08-07	Isaac Wayne	October 25	 1852
Frank_Nye	Horace Mann	1796-05-04	Isaac Wilbour	October 4	 1837
Frank_O._Briggs	Horace Mann Towner	1855-10-23	Isaac Wildrick	March 22	 1892
Frank_O._Horton	Horace Maynard	1814-08-30	Isabella Greenway	December 18	 1953
Frank_Orren_Lowden	Horace R. Kornegay	1924-03-12	Isaiah D. Clawson	October 9	 1879
Frank_Owens_Smith	Horace Tabor	1830-11-26	Isaiah L. Green	December 5	 1841
Frank_P._Bohn	Horace Worth Vaughan	1867-12-02	Isham G. Harris	July 8	 1897
Frank_P._Briggs	Horatio Bisbee Jr.	1839-05-05	Isham Talbot	September 25	 1837
Frank_P._Flint	Horatio C. Burchard	1825-09-22	Isidor Rayner	November 25	 1912
Frank_P._Woods	Horatio C. Claypool	1859-02-09	Isidor Straus	April 15	 1912
Frank_Pallone	Horatio Gates Fisher	1838-04-21	Isidore Dollinger	January 30	 2000
Frank_Park	Horatio Seymour	1810-05-31	Israel F. Fischer	March 16	 1940
Frank_Plumley	Hosea Moffitt	1757-11-17	Israel Jacobs	?
Frank_Porter_Graham	Howard Alexander Smith	1880-01-30	Israel Moore Foster	June 10	 1950
Frank_R._Gooding	Howard Baker Jr.	1925-11-15	Israel Pickens	April 24	 1827
Frank_R._Reid	Howard Berman	1941-04-15	Israel Smith	December 2	 1810
Frank_Riggs	Howard C. Nielson	1924-09-12	Israel T. Hatch	September 24	 1875
Frank_S._Black	Howard Coble	1931-03-18	Israel Washburn Jr.	May 12	 1883
Frank_S._Dickson	Howard E. Campbell	1890-01-04	Ithamar Sloan	December 24	 1898
Frank_Small_Jr.	Howard J. McMurray	1901-03-03	Ivor D. Fenton	October 23	 1986
Frank_Starkey	Howard M. Baldrige	1894-06-23	J. Allen Barber	June 28	 1881
Frank_Stubblefield	Howard M. Snapp	1855-09-27	J. Allen Frear Jr.	January 15	 1993
Frank_Sundstrom	Howard Metzenbaum	1917-06-04	J. Arthur Younger	June 20	 1967
Frank_T._Bow	Howard Shultz Miller	1879-02-27	J. Bob Traxler	October 30	 2019
Frank_T._Fitzgerald	Howard Sutherland	1865-09-08	J. Burrwood Daly	March 12	 1939
Frank_Tejeda	Howard W. Cannon	1912-01-26	J. C. W. Beckham	January 9	 1940
Frank_Thomas_Shaw	Howard W. Robison	1915-10-30	J. Caleb Boggs	March 26	 1993
Frank_Thompson	Howard W. Smith	1883-02-02	J. Campbell Cantrill	September 2	 1923
Frank_Trimble_O'Hair	Howard Wallace Pollock	1920-04-11	J. Donald Cameron	August 30	 1918
Frank_W._Boykin	Howard Wolpe	1939-11-03	J. Edward Hutchinson	July 22	 1985
Frank_W._Burke	Howell Cobb	1815-09-07	J. Edward Roush	March 26	 2004
Frank_W._Fries	Howell Cobb (born 1772)	1772-08-03	J. Edward Russell	June 21	 1953
Frank_W._Wheeler	Howell E. Jackson	1832-04-08	J. Edwin Ellerbe	October 24	 1917
Frank_Welch_(American_politician)	Howell Heflin	1921-06-19	J. Ernest Wharton	January 19	 1990
Frank_Wheeler_Mondell	Hubert B. Scudder	1888-11-05	J. Eugene Harding	July 26	 1959
Frank_William_Towey_Jr.	Hubert D. Stephens	1875-07-02	J. Floyd King	May 8	 1915
Frank_Wolf_(politician)	Hubert Fisher	1877-10-06	J. Ford Laning	September 1	 1941
Franklin_Bartlett	Hubert H. Peavey	1881-01-12	J. Francis Harter	December 20	 1947
Franklin_Bound	Hubert Humphrey	1911-05-27	J. Frank Aldrich	March 8	 1933
Franklin_Brockson	Hubert S. Ellis	1887-06-06	J. Frank Allee	October 12	 1938
Franklin_Clark	Hubert Utterback	1880-06-28	J. George Stewart	May 24	 1970
Franklin_Corwin	Huey P. Long	1893-08-30	J. Glenn Beall Jr.	March 24	 2006
Franklin_Davenport	Hugh A. Butler	1878-02-28	J. Hamilton Lewis	April 9	 1939
Franklin_Delano_Roosevelt_Jr.	Hugh A. Haralson	1805-11-13	J. Hardin Peterson	March 28	 1978
Franklin_E._Brooks	Hugh Buchanan	1823-09-15	J. Harold Flannery	June 3	 1961
Franklin_E._Plummer	Hugh Carey	1919-04-11	J. Harry Covington	February 4	 1942
Franklin_Ellsworth	Hugh De Lacy (politician)	1910-05-09	J. Harry McGregor	October 7	 1958
Franklin_F._Korell	Hugh Glasgow	1769-09-08	J. Hart Brewer	December 21	 1900
Franklin_H._Elmore	Hugh H. Price	1859-12-02	J. Henry Goeke	March 25	 1930
Franklin_H._Lichtenwalter	Hugh Ike Shott	1866-09-03	J. Herbert Burke	June 16	 1993
Franklin_J._Maloney	Hugh J. Anderson	1801-05-10	J. Howard Edmondson	November 17	 1971
Franklin_Landers	Hugh J. Jewett	1817-07-01	J. Howard McGrath	September 2	 1966
Franklin_Lewis_Dershem	Hugh Joseph Addonizio	1914-01-31	J. Irving Whalley	March 8	 1980
Franklin_Menges	Hugh Lawson White	1773-10-30	J. J. Pickle	June 18	 2005
Franklin_Pierce	Hugh Lawson White Hill	1810-03-01	J. Joseph Smith	February 16	 1980
Franklin_William_Fort	Hugh M. Rigney	1873-07-31	J. Kenneth Robinson	April 8	 1990
Franklin_Wills_Hancock_Jr.	Hugh Nelson (American politician)	1768-09-30	J. L. Pilcher	August 20	 1981
Frazier_Reams	Hugh Peterson	1898-08-21	J. Leroy Adair	January 19	 1956
Fred_A._Hartley_Jr.	Hugh R. Belknap	1860-09-01	J. Leroy Johnson	March 26	 1961
Fred_A._Seaton	Hugh S. Legare	1797-01-02	J. Lincoln Newhall	July 23	 1952
Fred_B._Norman	Hugh Scott	1900-11-11	J. Lindsay Almond	April 14	 1986
Fred_B._Rooney	Hugh White (New York)	1798-12-25	J. Lister Hill	December 20	 1984
Fred_Benjamin_Gernerd	Hugh Williamson	1735-12-05	J. Mark Wilcox	February 3	 1956
Fred_Biermann	Hugo Black	1886-02-27	J. Mayhew Wainwright	June 3	 1945
Fred_C._Gartner	Hugo S. Sims Jr.	1921-10-14	J. McKenzie Moss	June 11	 1929
Fred_C._Gilchrist	Humphrey H. Leavitt	1796-06-18	J. Melville Broughton	March 6	 1949
Fred_Churchill_Leonard	Humphrey Marshall (general)	1812-01-13	J. Murray Hooker	August 6	 1940
Fred_Dubois	Ignatius L. Donnelly	1831-11-03	J. N. Langham	May 21	 1945
Fred_E._Busbey	Ike Franklin Andrews	1925-09-02	J. Parnell Thomas	November 19	 1970
Fred_Ewing_Lewis	Ike Skelton	1931-12-20	J. Proctor Knott	June 18	 1911
Fred_G._Aandahl	Ileana Ros-Lehtinen	1952-07-15	J. Rodman West	October 31	 1898
Fred_Grandy	Ilhan Omar	1982-10-04	J. Roland Kinzer	July 25	 1955
Fred_Gustus_Johnson	Innis Green	1776-02-26	J. Ross Mickey	March 20	 1928
Fred_H._Brown	Ira Allen Eastman	1809-01-01	J. Russell Tuten	August 16	 1968
Fred_H._Hildebrandt	Ira Davenport (politician)	1841-06-28	J. Smith Young	October 11	 1916
